"Freq [MHz]","dB(S(1,1)) []"
206.2,-3.17378921859691
206.3,-3.19451474089935
206.4,-3.21539613524223
206.5,-3.23643468353694
206.6,-3.25763167883071
206.7,-3.27898842541198
206.8,-3.30050623891724
206.9,-3.32218644643896
207,-3.34403038663504
207.1,-3.36603940983952
207.2,-3.38821487817462
207.3,-3.4105581656643
207.4,-3.43307065834914
207.5,-3.45575375440273
207.6,-3.47860886424949
207.7,-3.50163741068398
207.8,-3.52484082899184
207.9,-3.54822056707208
208,-3.57177808556113
208.1,-3.59551485795845
208.2,-3.61943237075362
208.3,-3.64353212355535
208.4,-3.66781562922187
208.5,-3.69228441399332
208.6,-3.71694001762565
208.7,-3.74178399352639
208.8,-3.76681790889222
208.9,-3.79204334484829
209,-3.8174618965895
209.1,-3.84307517352352
209.2,-3.86888479941582
209.3,-3.89489241253664
209.4,-3.92109966580978
209.5,-3.94750822696361
209.6,-3.97411977868389
209.7,-4.00093601876872
209.8,-4.02795866028562
209.9,-4.05518943173065
210,-4.0826300771896
210.1,-4.1102823565015
210.2,-4.13814804542415
210.3,-4.16622893580196
210.4,-4.19452683573602
210.5,-4.22304356975632
210.6,-4.25178097899645
210.7,-4.28074092137036
210.8,-4.3099252717517
210.9,-4.33933592215532
211,-4.36897478192117
211.1,-4.3988437779007
211.2,-4.42894485464549
211.3,-4.45927997459846
211.4,-4.48985111828736
211.5,-4.52066028452078
211.6,-4.55170949058665
211.7,-4.58300077245302
211.8,-4.61453618497153
211.9,-4.64631780208314
212,-4.67834771702638
212.1,-4.71062804254809
212.2,-4.74316091111653
212.3,-4.77594847513696
212.4,-4.80899290716958
212.5,-4.84229640014985
212.6,-4.87586116761126
212.7,-4.90968944391024
212.8,-4.9437834844535
212.9,-4.97814556592759
213,-5.01277798653053
213.1,-5.04768306620568
213.2,-5.0828631468776
213.3,-5.11832059268994
213.4,-5.15405779024517
213.5,-5.19007714884612
213.6,-5.2263811007393
213.7,-5.26297210135963
213.8,-5.29985262957683
213.9,-5.33702518794301
214,-5.37449230294138
214.1,-5.4122565252361
214.2,-5.45032042992281
214.3,-5.48868661677987
214.4,-5.52735771051997
214.5,-5.56633636104185
214.6,-5.6056252436821
214.7,-5.64522705946636
214.8,-5.68514453536009
214.9,-5.72538042451822
215,-5.76593750653353
215.1,-5.80681858768331
215.2,-5.84802650117388
215.3,-5.88956410738266
215.4,-5.93143429409718
215.5,-5.97363997675043
215.6,-6.01618409865252
215.7,-6.05906963121722
215.8,-6.10229957418369
215.9,-6.14587695583195
216,-6.18980483319181
216.1,-6.23408629224445
216.2,-6.2787244481156
216.3,-6.32372244525958
216.4,-6.36908345763345
216.5,-6.41481068885975
216.6,-6.46090737237728
216.7,-6.50737677157837
216.8,-6.55422217993159
216.9,-6.60144692108853
217,-6.6490543489731
217.1,-6.69704784785213
217.2,-6.74543083238523
217.3,-6.79420674765243
217.4,-6.84337906915787
217.5,-6.8929513028071
217.6,-6.94292698485626
217.7,-6.99330968183088
217.8,-7.04410299041145
217.9,-7.0953105372838
218,-7.14693597895089
218.1,-7.19898300150369
218.2,-7.25145532034743
218.3,-7.30435667988026
218.4,-7.35769085312061
218.5,-7.4114616412793
218.6,-7.46567287327267
218.7,-7.52032840517194
218.8,-7.57543211958443
218.9,-7.63098792496178
219,-7.68699975482946
219.1,-7.74347156693257
219.2,-7.80040734229122
219.3,-7.85781108415963
219.4,-7.91568681688199
219.5,-7.97403858463739
219.6,-8.03287045006677
219.7,-8.09218649277292
219.8,-8.15199080768507
219.9,-8.21228750327851
220,-8.27308069963933
220.1,-8.33437452636332
220.2,-8.39617312027787
220.3,-8.45848062297444
220.4,-8.52130117813894
220.5,-8.58463892866583
220.6,-8.64849801354151
220.7,-8.71288256448108
220.8,-8.77779670230174
220.9,-8.84324453301519
221,-8.90923014361981
221.1,-8.97575759757241
221.2,-9.04283092991824
221.3,-9.11045414205578
221.4,-9.17863119611251
221.5,-9.24736600890514
221.6,-9.31666244545687
221.7,-9.38652431204216
221.8,-9.45695534872745
221.9,-9.52795922137508
222,-9.59953951307424
222.1,-9.67169971496178
222.2,-9.7444432163928
222.3,-9.81777329441826
222.4,-9.89169310252495
222.5,-9.96620565858946
222.6,-10.0413138319957
222.7,-10.1170203298624
222.8,-10.1933276823225
222.9,-10.2702382267961
223,-10.3477540911908
223.1,-10.4258771759639
223.2,-10.5046091349743
223.3,-10.583951355049
223.4,-10.6639049341857
223.5,-10.7444706583074
223.6,-10.8256489764814
223.7,-10.9074399745122
223.8,-10.9898433468093
223.9,-11.0728583664322
224,-11.1564838532052
224.1,-11.2407181397922
224.2,-11.3255590356206
224.3,-11.4110037885311
224.4,-11.4970490440371
224.5,-11.5836908020631
224.6,-11.6709243710366
224.7,-11.7587443192003
224.8,-11.8471444230115
224.9,-11.9361176124942
225,-12.0256559134076
225.1,-12.115750386098
225.2,-12.2063910609024
225.3,-12.2975668699734
225.4,-12.3892655754068
225.5,-12.4814736935548
225.6,-12.5741764154225
225.7,-12.6673575230589
225.8,-12.7609993018684
225.9,-12.8550824487921
226,-12.9495859763325
226.1,-13.044487112427
226.2,-13.1397611962093
226.3,-13.2353815697428
226.4,-13.3313194658579
226.5,-13.4275438922822
226.6,-13.5240215123189
226.7,-13.6207165224019
226.8,-13.7175905269415
226.9,-13.8146024109696
227,-13.9117082111979
227.1,-14.0088609862235
227.2,-14.106010686743
227.3,-14.2031040267806
227.4,-14.3000843570905
227.5,-14.3968915420593
227.6,-14.4934618416132
227.7,-14.5897277998236
227.8,-14.685618142099
227.9,-14.7810576830576
228,-14.8759672473771
228.1,-14.9702636061254
228.2,-15.0638594312769
228.3,-15.1566632713022
228.4,-15.2485795508949
228.5,-15.33950859804
228.6,-15.4293467017361
228.7,-15.517986203753
228.8,-15.6053156278099
228.9,-15.6912198495053
229,-15.7755803101938
229.1,-15.8582752777774
229.2,-15.9391801570568
229.3,-16.0181678518504
229.4,-16.0951091805352
229.5,-16.1698733459882
229.6,-16.242328460108
229.7,-16.3123421221702
229.8,-16.379782049238
229.9,-16.4445167557122
230,-16.5064162778866
230.1,-16.5653529381073
230.2,-16.6212021418405
230.3,-16.6738431996796
230.4,-16.7231601651082
230.5,-16.7690426777307
230.6,-16.8113868007317
230.7,-16.8500958405826
230.8,-16.8850811365167
230.9,-16.9162628070942
231,-16.9435704412884
231.1,-16.9669437219856
231.2,-16.9863329705921
231.3,-17.0016996025855
231.4,-17.0130164853109
231.5,-17.0202681910604
231.6,-17.0234511404512
231.7,-17.0225736332499
231.8,-17.0176557660318
231.9,-17.0087292383159
232,-16.9958370510199
232.1,-16.9790331031465
232.2,-16.9583816944906
232.3,-16.9339569437704
232.4,-16.9058421329112
232.5,-16.8741289891956
232.6,-16.8389169176425
232.7,-16.8003121962746
232.8,-16.7584271468998
232.9,-16.7133792936918
233,-16.6652905212401
233.1,-16.614286242897
233.2,-16.5604945892211
233.3,-16.5040456251558
233.4,-16.445070603336
233.5,-16.3837012596254
233.6,-16.3200691557026
233.7,-16.2543050722653
233.8,-16.1865384552362
233.9,-16.1168969162651
234,-16.0455057878357
234.1,-15.9724877324154
234.2,-15.8979624043483
234.3,-15.8220461625658
234.4,-15.7448518316953
234.5,-15.66648850876
234.6,-15.5870614123869
234.7,-15.5066717712548
234.8,-15.4254167484179
234.9,-15.3433893981127
235,-15.2606786516942
235.1,-15.1773693294317
235.2,-15.09354217502
235.3,-15.0092739098219
235.4,-14.9246373040336
235.5,-14.8397012621615
235.6,-14.7545309203982
235.7,-14.6691877536966
235.8,-14.5837296905407
235.9,-14.4982112336148
236,-14.4126835847662
236.1,-14.3271947728393
236.2,-14.2417897831313
236.3,-14.1565106873827
236.4,-14.0713967733647
236.5,-13.9864846732605
236.6,-13.9018084901642
236.7,-13.817399922132
236.8,-13.7332883833222
236.9,-13.6495011218504
237,-13.566063334065
237.1,-13.4829982750207
237.2,-13.4003273649864
237.3,-13.3180702918797
237.4,-13.2362451095646
237.5,-13.1548683319892
237.6,-13.0739550231739
237.7,-12.9935188830876
237.8,-12.9135723294737
237.9,-12.8341265757082
238,-12.755191704783
238.1,-12.6767767395266
238.2,-12.5988897091781
238.3,-12.52153771244
238.4,-12.4447269771398
238.5,-12.3684629166345
238.6,-12.2927501830911
238.7,-12.2175927177799
238.8,-12.1429937985141
238.9,-12.0689560843679
239,-11.9954816578054
239.1,-11.9225720643454
239.2,-11.850228349888
239.3,-11.778451095822
239.4,-11.7072404520303
239.5,-11.6365961679043
239.6,-11.5665176214759
239.7,-11.4970038467698
239.8,-11.4280535594745
239.9,-11.3596651810272
240,-11.2918368612021
240.1,-11.2245664992872
240.2,-11.1578517639322
240.3,-11.0916901117436
240.4,-11.0260788047012
240.5,-10.961014926465
240.6,-10.8964953976385
240.7,-10.8325169900505
240.8,-10.7690763401142
240.9,-10.7061699613189
241,-10.6437942559081
241.1,-10.5819455257904
241.2,-10.5206199827335
241.3,-10.4598137578825
241.4,-10.3995229106449
241.5,-10.3397434369812
241.6,-10.280471277138
241.7,-10.221702322857
241.8,-10.1634324240939
241.9,-10.1056573952766
242,-10.048373021131
242.1,-9.99157506210335
242.2,-9.93525925940166
242.3,-9.87942133968238
242.4,-9.82405701940311
242.5,-9.76916200886316
242.6,-9.7147320159512
242.7,-9.66076274961891
242.8,-9.60724992309723
242.9,-9.55418925687255
243,-9.5015764814373
243.1,-9.44940733982938
243.2,-9.39767758997455
243.3,-9.34638300684345
243.4,-9.29551938443576
243.5,-9.24508253760265
243.6,-9.19506830371735
243.7,-9.14547254420438
243.8,-9.09629114593597
243.9,-9.04752002250485
244,-8.99915511538101
244.1,-8.95119239496021
244.2,-8.90362786151162
244.3,-8.85645754603045
244.4,-8.809677511003
244.5,-8.76328385108882
244.6,-8.71727269372629
244.7,-8.67164019966638
244.8,-8.62638256343956
244.9,-8.58149601376038
245,-8.53697681387404
245.1,-8.49282126184862
245.2,-8.44902569081729
245.3,-8.40558646917334
245.4,-8.36250000072191
245.5,-8.31976272479095
245.6,-8.2773711163049
245.7,-8.2353216858232
245.8,-8.19361097954657
245.9,-8.15223557929325
246,-8.11119210244764
246.1,-8.07047720188294
246.2,-8.03008756586056
246.3,-7.99001991790709
246.4,-7.9502710166716
246.5,-7.91083765576414
246.6,-7.8717166635772
246.7,-7.83290490309152
246.8,-7.79439927166773
246.9,-7.75619670082467
247,-7.71829415600594
247.1,-7.68068863633557
247.2,-7.64337717436377
247.3,-7.6063568358039
247.4,-7.56962471926134
247.5,-7.53317795595518
247.6,-7.4970137094335
247.7,-7.46112917528302
247.8,-7.42552158083366
247.9,-7.39018818485861
248,-7.35512627727086
248.1,-7.32033317881617
248.2,-7.28580624076344
248.3,-7.2515428445928
248.4,-7.21754040168179
248.5,-7.18379635299019
248.6,-7.15030816874369
248.7,-7.11707334811703
248.8,-7.0840894189166
248.9,-7.05135393726304
249,-7.01886448727419
249.1,-6.98661868074835
249.2,-6.95461415684828
249.3,-6.92284858178637
249.4,-6.89131964851061
249.5,-6.86002507639229
249.6,-6.82896261091491
249.7,-6.79813002336499
249.8,-6.76752511052463
249.9,-6.73714569436601
250,-6.70698962174803
250.1,-6.67705476411519
250.2,-6.64733901719866
250.3,-6.61784030071992
250.4,-6.58855655809671
250.5,-6.55948575615167
250.6,-6.53062588482357
250.7,-6.5019749568812
250.8,-6.47353100764002
250.9,-6.44529209468166
251,-6.41725629757612
251.1,-6.38942171760697
251.2,-6.36178647749935
251.3,-6.33434872115098
251.4,-6.30710661336602
251.5,-6.28005833959191
251.6,-6.25320210565928
251.7,-6.22653613752466
251.8,-6.20005868101639
251.9,-6.17376800158333
252,-6.14766238404663
252.1,-6.12174013235451
252.2,-6.09599956934001
252.3,-6.07043903648167
252.4,-6.04505689366726
252.5,-6.01985151896025
252.6,-5.99482130836952
252.7,-5.96996467562174
252.8,-5.94528005193673
252.9,-5.9207658858058
253,-5.89642064277274
253.1,-5.87224280521786
253.2,-5.84823087214472
253.3,-5.8243833589697
253.4,-5.80069879731442
253.5,-5.77717573480066
253.6,-5.75381273484837
253.7,-5.730608376476
253.8,-5.70756125410371
253.9,-5.68466997735933
254,-5.66193317088656
254.1,-5.63934947415611
254.2,-5.61691754127929
254.3,-5.59463604082399
254.4,-5.5725036556334
254.5,-5.55051908264698
254.6,-5.52868103272399
254.7,-5.50698823046947
254.8,-5.48543941406238
254.9,-5.46403333508647
255,-5.44276875836306
255.1,-5.42164446178638
255.2,-5.40065923616113
255.3,-5.37981188504221
255.4,-5.35910122457668
255.5,-5.33852608334796
255.6,-5.31808530222205
255.7,-5.29777773419602
255.8,-5.27760224424846
255.9,-5.2575577091921
256,-5.23764301752836
256.1,-5.217857069304
256.2,-5.19819877596963
256.3,-5.17866706024038
256.4,-5.15926085595817
256.5,-5.13997910795632
256.6,-5.12082077192549
256.7,-5.10178481428195
256.8,-5.08287021203738
256.9,-5.06407595267056
257,-5.04540103400084
257.1,-5.02684446406323
257.2,-5.00840526098541
257.3,-4.99008245286623
257.4,-4.97187507765596
257.5,-4.95378218303827
257.6,-4.93580282631358
257.7,-4.91793607428433
257.8,-4.90018100314149
257.9,-4.88253669835293
258,-4.86500225455304
258.1,-4.847576775434
258.2,-4.83025937363856
258.3,-4.81304917065417
258.4,-4.79594529670859
258.5,-4.77894689066697
258.6,-4.76205309993022
258.7,-4.74526308033485
258.8,-4.72857599605413
258.9,-4.71199101950053
259,-4.69550733122956
259.1,-4.67912411984489
259.2,-4.66284058190465
259.3,-4.64665592182911
259.4,-4.63056935180952
259.5,-4.61458009171821
259.6,-4.5986873690199
259.7,-4.58289041868406
259.8,-4.5671884830987
259.9,-4.55158081198502
260,-4.53606666231336
260.1,-4.52064529822031
260.2,-4.5053159909267
260.3,-4.49007801865691
260.4,-4.4749306665591
260.5,-4.45987322662654
260.6,-4.44490499762
260.7,-4.43002528499107
260.8,-4.41523340080659
260.9,-4.400528663674
261,-4.38591039866773
261.1,-4.37137793725641
261.2,-4.35693061723126
261.3,-4.34256778263516
261.4,-4.32828878369281
261.5,-4.31409297674176
261.6,-4.29997972416426
261.7,-4.28594839432009
261.8,-4.2719983614802
261.9,-4.25812900576118
262,-4.24433971306068
262.1,-4.23062987499351
262.2,-4.21699888882867
262.3,-4.20344615742712
262.4,-4.18997108918039
262.5,-4.17657309794999
262.6,-4.16325160300747
262.7,-4.15000602897539
262.8,-4.13683580576892
262.9,-4.12374036853828
263,-4.11071915761186
263.1,-4.09777161843997
263.2,-4.08489720153947
263.3,-4.07209536243897
263.4,-4.05936556162475
263.5,-4.04670726448738
263.6,-4.03411994126896
263.7,-4.02160306701107
263.8,-4.00915612150331
263.9,-3.99677858923255
264,-3.98446995933275
264.1,-3.97222972553542
264.2,-3.96005738612069
264.3,-3.94795244386903
264.4,-3.93591440601345
264.5,-3.92394278419243
264.6,-3.91203709440332
264.7,-3.90019685695637
264.8,-3.88842159642928
264.9,-3.87671084162235
265,-3.86506412551413
265.1,-3.85348098521765
265.2,-3.84196096193715
265.3,-3.83050360092537
265.4,-3.81910845144131
265.5,-3.80777506670855
265.6,-3.79650300387402
265.7,-3.78529182396735
265.8,-3.77414109186057
265.9,-3.76305037622844
266,-3.75201924950919
266.1,-3.7410472878657
266.2,-3.7301340711472
266.3,-3.71927918285137
266.4,-3.70848221008698
266.5,-3.69774274353686
266.6,-3.68706037742139
266.7,-3.67643470946238
266.8,-3.66586534084742
266.9,-3.65535187619461
267,-3.6448939235177
267.1,-3.63449109419169
267.2,-3.62414300291877
267.3,-3.61384926769474
267.4,-3.60360950977571
267.5,-3.59342335364531
267.6,-3.58329042698217
267.7,-3.57321036062792
267.8,-3.56318278855534
267.9,-3.55320734783716
268,-3.54328367861496
268.1,-3.53341142406862
268.2,-3.52359023038602
268.3,-3.51381974673308
268.4,-3.50409962522425
268.5,-3.49442952089322
268.6,-3.48480909166402
268.7,-3.47523799832249
268.8,-3.46571590448795
268.9,-3.45624247658536
269,-3.44681738381763
269.1,-3.43744029813844
269.2,-3.42811089422512
269.3,-3.41882884945207
269.4,-3.40959384386433
269.5,-3.40040556015154
269.6,-3.39126368362213
269.7,-3.38216790217784
269.8,-3.37311790628849
269.9,-3.36411338896708
270,-3.35515404574515
270.1,-3.34623957464838
270.2,-3.33736967617249
270.3,-3.32854405325948
270.4,-3.31976241127396
270.5,-3.31102445797994
270.6,-3.30232990351773
270.7,-3.2936784603812
270.8,-3.28506984339518
270.9,-3.27650376969325
271,-3.26797995869563
271.1,-3.25949813208743
271.2,-3.25105801379707
271.3,-3.24265932997497
271.4,-3.23430180897242
271.5,-3.22598518132081
271.6,-3.2177091797109
271.7,-3.20947353897251
271.8,-3.20127799605425
271.9,-3.19312229000363
272,-3.18500616194727
272.1,-3.17692935507138
272.2,-3.16889161460246
272.3,-3.16089268778817
272.4,-3.1529323238784
272.5,-3.14501027410663
272.6,-3.13712629167141
272.7,-3.129280131718
272.8,-3.12147155132035
272.9,-3.11370030946314
273,-3.10596616702407
273.1,-3.09826888675636
273.2,-3.09060823327135
273.3,-3.0829839730214
273.4,-3.07539587428288
273.5,-3.06784370713939
273.6,-3.06032724346516
273.7,-3.05284625690852
273.8,-3.0454005228758
273.9,-3.03798981851506
274,-3.03061392270028
274.1,-3.02327261601555
274.2,-3.01596568073952
274.3,-3.00869290082989
274.4,-3.00145406190826
274.5,-2.99424895124492
274.6,-2.98707735774398
274.7,-2.9799390719285
274.8,-2.97283388592593
274.9,-2.96576159345355
275,-2.95872198980421
275.1,-2.95171487183209
275.2,-2.94474003793866
275.3,-2.93779728805882
275.4,-2.93088642364712
275.5,-2.92400724766419
275.6,-2.9171595645632
275.7,-2.9103431802766
275.8,-2.90355790220292
275.9,-2.89680353919366
276,-2.8900799015404
276.1,-2.88338680096206
276.2,-2.87672405059213
276.3,-2.87009146496624
276.4,-2.86348886000969
276.5,-2.85691605302522
276.6,-2.85037286268082
276.7,-2.84385910899772
276.8,-2.8373746133385
276.9,-2.83091919839527
277,-2.82449268817799
277.1,-2.81809490800301
277.2,-2.81172568448152
277.3,-2.80538484550833
277.4,-2.79907222025058
277.5,-2.79278763913674
277.6,-2.78653093384553
277.7,-2.78030193729515
277.8,-2.77410048363245
277.9,-2.76792640822231
278,-2.76177954763706
278.1,-2.75565973964606
278.2,-2.74956682320538
278.3,-2.74350063844754
278.4,-2.73746102667134
278.5,-2.73144783033192
278.6,-2.72546089303074
278.7,-2.71950005950579
278.8,-2.71356517562182
278.9,-2.70765608836072
279,-2.70177264581196
279.1,-2.69591469716316
279.2,-2.69008209269069
279.3,-2.68427468375043
279.4,-2.67849232276858
279.5,-2.67273486323256
279.6,-2.66700215968205
279.7,-2.66129406770001
279.8,-2.65561044390394
279.9,-2.64995114593705
280,-2.6443160324597
280.1,-2.63870496314075
280.2,-2.6331177986491
280.3,-2.6275544006453
280.4,-2.62201463177321
280.5,-2.61649835565175
280.6,-2.61100543686679
280.7,-2.60553574096297
280.8,-2.60008913443577
280.9,-2.59466548472354
281,-2.58926466019967
281.1,-2.58388653016481
281.2,-2.57853096483913
281.3,-2.57319783535474
281.4,-2.56788701374809
281.5,-2.56259837295251
281.6,-2.55733178679078
281.7,-2.5520871299678
281.8,-2.54686427806331
281.9,-2.54166310752466
282,-2.53648349565974
282.1,-2.53132532062982
282.2,-2.52618846144263
282.3,-2.52107279794537
282.4,-2.51597821081785
282.5,-2.51090458156573
282.6,-2.5058517925137
282.7,-2.50081972679885
282.8,-2.49580826836407
282.9,-2.49081730195143
283,-2.48584671309577
283.1,-2.48089638811819
283.2,-2.47596621411974
283.3,-2.47105607897508
283.4,-2.46616587132623
283.5,-2.46129548057635
283.6,-2.45644479688366
283.7,-2.45161371115532
283.8,-2.4468021150414
283.9,-2.44200990092893
284,-2.43723696193598
284.1,-2.4324831919058
